Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,Title,Author,Year,Link,Combined,Annotations,text,categories_1,categories_2,categories_3
88,murphy_0088,Beater,,,,,,"a set of arms fixed on a revolving spindle or roller, breaking open and softening the masses of fibre forced into the circle of its revolution.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Beater: a set of arms fixed on a revolving spindle or roller, breaking open and softening the masses of fibre forced into the circle of its revolution.",textile machinery,"Beater: a set of arms fixed on a revolving spindle or roller, breaking open and softening the masses of fibre forced into the circle of its revolution.",textile machinery,,
89,murphy_0089,Beating-Up,,,,,,"the action of the reed upon each pick of weft, driving it into the warp.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Beating-Up: the action of the reed upon each pick of weft, driving it into the warp.",manufacturing processes,"Beating-Up: the action of the reed upon each pick of weft, driving it into the warp.",manufacturing processes,,
90,murphy_0090,Beaver,,,,,,"a faced woollen cloth, heavily milled and finished by raising the nap, shearing and brushing.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Beaver: a faced woollen cloth, heavily milled and finished by raising the nap, shearing and brushing.",textile fabrics,"Beaver: a faced woollen cloth, heavily milled and finished by raising the nap, shearing and brushing.",textile fabrics,,
91,murphy_0091,Beck,,,,,,the vessel full of dye through which the goods are worked.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Beck: the vessel full of dye through which the goods are worked.,textile machinery,Beck: the vessel full of dye through which the goods are worked.,textile machinery,,
92,murphy_0092,Bed,,,,,,"the base of a machine, or the plate upon which an operation is performed.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bed: the base of a machine, or the plate upon which an operation is performed.",textile machinery,"Bed: the base of a machine, or the plate upon which an operation is performed.",textile machinery,,
93,murphy_0093,Beer,,,,,,"a term denoting forty threads of warp; sometimes spelt bier; a warp is said to consist of so many beers ; or, in warps running in strands, of so many half-beers.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Beer: a term denoting forty threads of warp; sometimes spelt bier; a warp is said to consist of so many beers ; or, in warps running in strands, of so many half-beers.",units of measurement,"Beer: a term denoting forty threads of warp; sometimes spelt bier; a warp is said to consist of so many beers ; or, in warps running in strands, of so many half-beers.",units of measurement,,
94,murphy_0094,Beet,,,,,,a beet of lint is a bundle of flax made up for the mill.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Beet: a beet of lint is a bundle of flax made up for the mill.,units of measurement,Beet: a beet of lint is a bundle of flax made up for the mill.,textile fabric components,,
95,murphy_0095,Beetle,,,,,,a heavy wooden club used for beating linen and cotton bleached fabrics to impart lustre.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Beetle: a heavy wooden club used for beating linen and cotton bleached fabrics to impart lustre.,textile machinery,Beetle: a heavy wooden club used for beating linen and cotton bleached fabrics to impart lustre.,textile machinery,,
96,murphy_0096,Beetling Machine,,,,,,"the machine in which beetles are geared over a cylinder, delivering a rapid succession of blows upon the cloths wound upon the cylinder.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Beetling Machine: the machine in which beetles are geared over a cylinder, delivering a rapid succession of blows upon the cloths wound upon the cylinder.",textile machinery,"Beetling Machine: the machine in which beetles are geared over a cylinder, delivering a rapid succession of blows upon the cloths wound upon the cylinder.",textile machinery,,
97,murphy_0097,Bellassed Rollers,,,,,,those drawing rollers on which a portion of the leather covering has loosened.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bellassed Rollers: those drawing rollers on which a portion of the leather covering has loosened.,textile machinery,Bellassed Rollers: those drawing rollers on which a portion of the leather covering has loosened.,textile machinery,,
98,murphy_0098,Belt-Fork,,,,,,the two-pronged lever which shifts the driving belt of any machine from the fast to the loose pulley.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Belt-Fork: the two-pronged lever which shifts the driving belt of any machine from the fast to the loose pulley.,textile machinery,Belt-Fork: the two-pronged lever which shifts the driving belt of any machine from the fast to the loose pulley.,textile machinery,,
99,murphy_0099,Bengal,,,,,,the raw silk gathered in the indian province of bengal; a striped muslin.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bengal: the raw silk gathered in the indian province of bengal; a striped muslin.,"textile fibres, textile fabrics",Bengal: the raw silk gathered in the indian province of bengal; a striped muslin.,textile fabrics,,
100,murphy_0100,Benzene,,,,,,"a colourless liquid, obtained from the first distillate of coal tar; it is the basis of aniline dyes.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Benzene: a colourless liquid, obtained from the first distillate of coal tar; it is the basis of aniline dyes.","chemicals, dyes","Benzene: a colourless liquid, obtained from the first distillate of coal tar; it is the basis of aniline dyes.",dyes,,
101,murphy_0101,Berlin Wool,,,,,,a fine knitting wool yarn.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Berlin Wool: a fine knitting wool yarn.,textile fibres,Berlin Wool: a fine knitting wool yarn.,textile fibres,,
102,murphy_0102,Bichromate Of Soda,,,,,,"a compound salt of chromium and soda, used largely as a mordant in wool dyeing.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bichromate Of Soda: a compound salt of chromium and soda, used largely as a mordant in wool dyeing.","chemicals, dyes","Bichromate Of Soda: a compound salt of chromium and soda, used largely as a mordant in wool dyeing.",dyes,,
103,murphy_0103,Billy,,,,,,the cotton slubbing frame.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Billy: the cotton slubbing frame.,textile machinery,Billy: the cotton slubbing frame.,textile machinery,,
104,murphy_0104,Binder Warp,,,,,,"the interior warp of pile fabrics, the sole function of which is to hold the structure together; the back warp of double or faced cloths.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Binder Warp: the interior warp of pile fabrics, the sole function of which is to hold the structure together; the back warp of double or faced cloths.",textile fabrics,"Binder Warp: the interior warp of pile fabrics, the sole function of which is to hold the structure together; the back warp of double or faced cloths.",textile fabric components,,
105,murphy_0105,Binding Pick,,,,,,the pick of weft in double or faced cloths which connects the face and the back.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Binding Pick: the pick of weft in double or faced cloths which connects the face and the back.,textile fabrics,Binding Pick: the pick of weft in double or faced cloths which connects the face and the back.,textile fabric components,,
106,murphy_0106,Bing,,,,,,"the stack of cotton or wool built up in layers, and raked vertically down for mixing purposes ; sometimes called a bink.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bing: the stack of cotton or wool built up in layers, and raked vertically down for mixing purposes ; sometimes called a bink.",textile fibres,"Bing: the stack of cotton or wool built up in layers, and raked vertically down for mixing purposes ; sometimes called a bink.",textile fibres,,
107,murphy_0107,Bird's Eye,,,,,,"the class of cloth patterns based on the diamond twill, the special feature of which is a small dot in the centre of each figure.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bird's Eye: the class of cloth patterns based on the diamond twill, the special feature of which is a small dot in the centre of each figure.",textile patterns,"Bird's Eye: the class of cloth patterns based on the diamond twill, the special feature of which is a small dot in the centre of each figure.",weaves,,
108,murphy_0108,Blackface,,,,,,"the breed of sheep native to scotland; the wool of the blackface sheep, crisp, curling, rather hard, but felting well.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Blackface: the breed of sheep native to scotland; the wool of the blackface sheep, crisp, curling, rather hard, but felting well.",textile fibres,"Blackface: the breed of sheep native to scotland; the wool of the blackface sheep, crisp, curling, rather hard, but felting well.",textile fibres,,
109,murphy_0109,Black Liquor,,,,,,"ferrous acetate, obtained by combining acetic acid and iron, or other ferric substances, and largely used as a mordant.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Black Liquor: ferrous acetate, obtained by combining acetic acid and iron, or other ferric substances, and largely used as a mordant.",chemicals,"Black Liquor: ferrous acetate, obtained by combining acetic acid and iron, or other ferric substances, and largely used as a mordant.",chemicals,dyes,
110,murphy_0110,Blanc Fixe,,,,,,"artificial barium sulphate, produced by precipitating barium salts with sulphuric acid, and employed by finishers as a conditioning and weighting material.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Blanc Fixe: artificial barium sulphate, produced by precipitating barium salts with sulphuric acid, and employed by finishers as a conditioning and weighting material.",chemicals,"Blanc Fixe: artificial barium sulphate, produced by precipitating barium salts with sulphuric acid, and employed by finishers as a conditioning and weighting material.",chemicals,,
111,murphy_0111,Blandola,,,,,,a patent mucilage for finishing cotton goods.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Blandola: a patent mucilage for finishing cotton goods.,chemicals,Blandola: a patent mucilage for finishing cotton goods.,chemicals,,
112,murphy_0112,Blanket,,,,,,"a heavy woollen fabric woven plain or twilled, finished with a raised nap, and chiefly useful as a bed covering. imitation blankets are woven of cotton, the nap being raised by a severe carding operation.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Blanket: a heavy woollen fabric woven plain or twilled, finished with a raised nap, and chiefly useful as a bed covering. imitation blankets are woven of cotton, the nap being raised by a severe carding operation.",textile fibres,"Blanket: a heavy woollen fabric woven plain or twilled, finished with a raised nap, and chiefly useful as a bed covering. imitation blankets are woven of cotton, the nap being raised by a severe carding operation.",textile fabrics,,
113,murphy_0113,Bleach,,,,,,any bleaching agent ; bleached cloth.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bleach: any bleaching agent ; bleached cloth.,chemicals,Bleach: any bleaching agent ; bleached cloth.,chemicals,,
114,murphy_0114,Bleaching,,,,,,the art of decolorizing fabrics ; any process of whitening fabrics.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bleaching:  the art of decolorizing fabrics ; any process of whitening fabrics.,jobs and occupations,Bleaching:  the art of decolorizing fabrics ; any process of whitening fabrics.,manufacturing processes,,
115,murphy_0115,Bleaching Liquor,,,,,,"liquid containing chlorine, or other bleaching agents.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bleaching Liquor: liquid containing chlorine, or other bleaching agents.",chemicals,"Bleaching Liquor: liquid containing chlorine, or other bleaching agents.",chemicals,,
116,murphy_0116,Blending,,,,,,"mixing together wools, cottons, or silks, in proportions designed to produce a required quality of yarn.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Blending: mixing together wools, cottons, or silks, in proportions designed to produce a required quality of yarn.",textile fibres,"Blending: mixing together wools, cottons, or silks, in proportions designed to produce a required quality of yarn.",manufacturing processes,,
117,murphy_0117,Block Printing,,,,,,"the method of printing by blocks, as distinguished from printing with rollers.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Block Printing: the method of printing by blocks, as distinguished from printing with rollers.",units of measurement,"Block Printing: the method of printing by blocks, as distinguished from printing with rollers.",manufacturing processes,,
118,murphy_0118,Blocks,,,,,,the wooden blocks engraved with patterns which the textile printer impresses upon cloths.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Blocks: the wooden blocks engraved with patterns which the textile printer impresses upon cloths.,manufacturing processes,Blocks: the wooden blocks engraved with patterns which the textile printer impresses upon cloths.,textile machinery,,
119,murphy_0119,Blonde Lace,,,,,,white silk pillow lace.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Blonde Lace: white silk pillow lace.,textile fabrics,Blonde Lace: white silk pillow lace.,textile fabrics,,
120,murphy_0120,Blower,,,,,,the term applied to those opening and scutching machines which drive the cotton through by means of fans; but the scutcher is the blower proper.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Blower: the term applied to those opening and scutching machines which drive the cotton through by means of fans; but the scutcher is the blower proper.,textile machinery,Blower: the term applied to those opening and scutching machines which drive the cotton through by means of fans; but the scutcher is the blower proper.,textile machinery,,
121,murphy_0121,Blowing-Room,,,,,,the scutching department of a cotton factory.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Blowing-Room: the scutching department of a cotton factory.,textile fibres,Blowing-Room: the scutching department of a cotton factory.,textile machinery,,
122,murphy_0122,Blue,,,,,,the highest grade of wool in the old worsted sorting system.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Blue: the highest grade of wool in the old worsted sorting system.,textile fibres,Blue: the highest grade of wool in the old worsted sorting system.,textile fibres,,
123,murphy_0123,Bobbin,,,,,,a round spool for holding yarn ; a yarn spool flanged at both ends; a wooden pin with a head on which thread is wound for lace making.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bobbin: a round spool for holding yarn ; a yarn spool flanged at both ends; a wooden pin with a head on which thread is wound for lace making.,textile machinery,Bobbin: a round spool for holding yarn ; a yarn spool flanged at both ends; a wooden pin with a head on which thread is wound for lace making.,textile fabric components,,
124,murphy_0124,Bobbin-And-Fiy Frame,,,,,,"the machine which draws and twists the sliver delivered from the drawing frame, and winds it on to bobbins.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bobbin-And-Fiy Frame: the machine which draws and twists the sliver delivered from the drawing frame, and winds it on to bobbins.",units of measurement,"Bobbin-And-Fiy Frame: the machine which draws and twists the sliver delivered from the drawing frame, and winds it on to bobbins.",textile machinery,,
125,murphy_0125,Bobbin Creel,,,,,,any frame which holds bobbins supplying yarn ; the spinning or warping frame.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bobbin Creel: any frame which holds bobbins supplying yarn ; the spinning or warping frame.,textile machinery,Bobbin Creel: any frame which holds bobbins supplying yarn ; the spinning or warping frame.,textile machinery,,
126,murphy_0126,Bobbin Lace,,,,,,another name for pillow lace (qv).,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bobbin Lace: another name for pillow lace (qv).,textile fibres,Bobbin Lace: another name for pillow lace (qv).,textile fabrics,,
127,murphy_0127,Bobbin Stand,,,,,,a large frame holding the yarns for supplying the warping reel.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bobbin Stand: a large frame holding the yarns for supplying the warping reel.,textile fibres,Bobbin Stand: a large frame holding the yarns for supplying the warping reel.,textile machinery,,
128,murphy_0128,Bobbin-Winder,,,,,,"a machine for winding yarns from hanks, cops, cheeses, or other spools, on to bobbins.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bobbin-Winder: a machine for winding yarns from hanks, cops, cheeses, or other spools, on to bobbins.",textile machinery,"Bobbin-Winder: a machine for winding yarns from hanks, cops, cheeses, or other spools, on to bobbins.",textile machinery,,
129,murphy_0129,Bobbinet,,,,,,a lace net made by hand with bobbins and pillow; a machine-made cotton lace net.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bobbinet: a lace net made by hand with bobbins and pillow; a machine-made cotton lace net.,textile fibres,Bobbinet: a lace net made by hand with bobbins and pillow; a machine-made cotton lace net.,textile fabrics,,
130,murphy_0130,Bobbinet Frame,,,,,,the machine originally invented by heathcote for making bobbinet.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bobbinet Frame: the machine originally invented by heathcote for making bobbinet.,textile machinery,Bobbinet Frame: the machine originally invented by heathcote for making bobbinet.,textile machinery,,
131,murphy_0131,Boiled-Off Silk,,,,,,degummed silk.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Boiled-Off Silk: degummed silk.,textile fibres,Boiled-Off Silk: degummed silk.,textile fabrics,,
132,murphy_0132,Boiling-Off,,,,,,the process of scouring silks in boiling soapy solutions to remove the natural gum.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Boiling-Off: the process of scouring silks in boiling soapy solutions to remove the natural gum.,textile fabrics,Boiling-Off: the process of scouring silks in boiling soapy solutions to remove the natural gum.,manufacturing processes,,
133,murphy_0133,Bolette Condenser,,,,,,an american machine for condensing woollen slivers into rovings for spinning.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bolette Condenser: an american machine for condensing woollen slivers into rovings for spinning.,textile machinery,Bolette Condenser: an american machine for condensing woollen slivers into rovings for spinning.,textile machinery,,
134,murphy_0134,Boll,,,,,,the seed vessel of cotton and flax. the cotton boll contains the fibre.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Boll: the seed vessel of cotton and flax. the cotton boll contains the fibre.,textile fibres,Boll: the seed vessel of cotton and flax. the cotton boll contains the fibre.,textile fibres,,
135,murphy_0135,Boll-Weevil,,,,,,"an insect pest, very injurious to the cotton crop.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Boll-Weevil: an insect pest, very injurious to the cotton crop.",units of measurement,"Boll-Weevil: an insect pest, very injurious to the cotton crop.",unknown,,
136,murphy_0136,Bolt,,,,,,a roll of cloth.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bolt: a roll of cloth.,textile fibres,Bolt: a roll of cloth.,textile fabrics,,
137,murphy_0137,Bombazin,,,,,,"a black fabric composed of worsted weft and silk warp, woven in a fine open twill.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bombazin: a black fabric composed of worsted weft and silk warp, woven in a fine open twill.",textile fibres,"Bombazin: a black fabric composed of worsted weft and silk warp, woven in a fine open twill.",textile fabrics,,
138,murphy_0138,Bombyx Mori,,,,,,"the genus of moths the caterpillar of which is the silkworm of china. it is the main source of silk. the breed has spread all over the world ; there are three distinct varieties known to the silk trade, b. mori, b. fortunatus, and b. f ex for.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bombyx Mori: the genus of moths the caterpillar of which is the silkworm of china. it is the main source of silk. the breed has spread all over the world ; there are three distinct varieties known to the silk trade, b. mori, b. fortunatus, and b. f ex for.",units of measurement,"Bombyx Mori: the genus of moths the caterpillar of which is the silkworm of china. it is the main source of silk. the breed has spread all over the world ; there are three distinct varieties known to the silk trade, b. mori, b. fortunatus, and b. f ex for.",textile fibres,,
139,murphy_0139,Book Muslin,,,,,,"a very light cotton fabric, usually woven as a kind of gauze, one end crossing one, and stiffened in the finishing.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Book Muslin: a very light cotton fabric, usually woven as a kind of gauze, one end crossing one, and stiffened in the finishing.",textile fabrics,"Book Muslin: a very light cotton fabric, usually woven as a kind of gauze, one end crossing one, and stiffened in the finishing.",textile fabrics,,
140,murphy_0140,Boon,,,,,,"the woody portion of flax and hemp fibres, which is removed by retting.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Boon: the woody portion of flax and hemp fibres, which is removed by retting.",other,"Boon: the woody portion of flax and hemp fibres, which is removed by retting.",textile fibres,,
141,murphy_0141,Border,,,,,,the outer edge of a pattern or cloth; selvage.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Border: the outer edge of a pattern or cloth; selvage.,units of measurement,Border: the outer edge of a pattern or cloth; selvage.,textile fabrics,,
142,murphy_0142,Borders,,,,,,"narrow laces and fancy tapes, such as galloons.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Borders: narrow laces and fancy tapes, such as galloons.",textile fabrics,"Borders: narrow laces and fancy tapes, such as galloons.",textile fabrics,,
