Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,categories_1,categories_2,categories_3,Author,Title,Year,Link
448,murphy_0448,flock,,,,,,the refuse of the shoddy mill ; a low grade of shoddy.,textile waste material,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
449,murphy_0449,floss-silk,,,,,,the soft envelope of the cocoon made into spun silk.,textile fibre,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
450,murphy_0450,flounce,,,,,,a plaited or doubled border of a cloth.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
451,murphy_0451,flush,,,,,,the length of warp or weft uncombined with weft or warp on the surface of the cloth.,textile fabric component,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
452,murphy_0452,flyer,,,,,,"an inverted fork on the head of the spindle on the bobbin-and-fly frames, which guides the yarn on to the bobbin.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
453,murphy_0453,flying threads,,,,,,"those threads which lie loosely upon the surface of the fabric, caused by broken weft or warp.",textile fabric imperfection,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
454,murphy_0454,fly shuttle,,,,,,"invented by kay, of bury. the fly shuttle is driven across the loom by the blow of a picker.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
455,murphy_0455,footing lease,,,,,,the division of the warp which keeps sets of threads separate at the doubling; of the warp,textile fabric component,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
456,murphy_0456,forelock-hook,,,,,,"the winch in the whirl of the tackle block for twisting"" three rope yarns into a strand.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
457,murphy_0457,foretum,,,,,,the stationary part of the machine in the rope-walk system of spinning-.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
458,murphy_0458,fork,,,,,,a two-pronged lever which encloses the drivingf belt and shifts it from loose to fast pulley ; the small pronged instrument acting as a stop-motion on the loom when the weft fails.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
459,murphy_0459,foulard,,,,,,a fine printed silk fabric.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
460,murphy_0460,foundation,,,,,,"a strong open muslin, woven for stiffening dresses and trimmings.",textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
461,murphy_0461,four-frame brussels,,,,,,a brussels carpet containinga depth of four pile warps.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
462,murphy_0462,frame,,,,,,the head of a loom batten ; the structure of any machine; a spinning or drawingframe; a knittingf frame.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
463,murphy_0463,french drawing,,,,,,a system of wool drawing in which porcupine rollers displace the gills.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
464,murphy_0464,frieze,,,,,,"a heavy woollen cloth, with a high nap.",textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
465,murphy_0465,frilling,,,,,,weaving pleats in a fabric.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
466,murphy_0466,fringe,,,,,,edging of open threads.,textile fabric component,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
467,murphy_0467,frizzing machine,,,,,,an appliance contrived for working the nap of woollen clullis into round knots to imitate chinchilla.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
468,murphy_0468,front rollers,,,,,,those rollers in a drawing or spinning frame which deliver yarns to the spools.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
469,murphy_0469,fuller's earth,,,,,,a friable clay used to take the oil or grease from cloths previous to felting.,textile manufacturing chemical,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
470,murphy_0470,fulling,,,,,,impregnating fabrics with a cleansingagent ; felting.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
471,murphy_0471,fulling machine,,,,,,of various makes. fulling machines chiefly consist of rollers which revolve and oscillate upon the cloths passing between them.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
472,murphy_0472,fulling mill,,,,,,"a pair of heavy wooden mallets fixed in an iron frame above a trough in which the cloths are laid, the mallets beinglifted by cams on a tappet wheel and dropped, thus beating on the cloths.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
473,murphy_0473,fur,,,,,,the chenille weft which forms the pile of the patent axminster carpet.,textile fabric component,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
474,murphy_0474,fustian,,,,,,"strong twilled cotton cloth, with a pile weft; velveteen; corduroy; moleskin; thickset.",textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
475,murphy_0475,fustic,,,,,,"the yellow dye, obtained chiefly from the wood of the madura tinctoria, a tree grown in tropical america and the west indies.",textile dye,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
476,murphy_0476,fuzz,,,,,,the dust flying off from threads in working.,textile waste material,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
477,murphy_0477,gain,,,,,,the difference between the speed of the back rollers and front rollers on a drawing or spinning frame; the distance by which the outwards run of the spinning mule carriage exceeds the length of yarn given out by the delivering rollers.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
478,murphy_0478,gaiting,,,,,,"putting the warp into the healds; otherwise, gating.",textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
479,murphy_0479,gala,,,,,,a scottish term for light cotton fabrics.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
480,murphy_0480,galloons,,,,,,narrow cotton fabrics ; bindings composed of silk and gold or silver threads; tapes.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
481,murphy_0481,gassing,,,,,,singeing fine hairs and flying filaments from the surface of yarns and fabrics.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
482,murphy_0482,gassing frame,,,,,,any form of frame in which the yarns or fabrics are passed in contact with jets of gas flame.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
483,murphy_0483,gate,,,,,,a set of heald shafts ; the warp healded through the whole of the heald shafts on the loom.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
484,murphy_0484,grauze,,,,,,"a class of light fabrics, the specific quality of which consists in the crossing one set of warp threads upon another, and the constant lifting of the same threads in every shed, the fabric being formed by the interposition of the weft between the crossed warp threads.",textile fabric,textile weave,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
485,murphy_0485,gig,,,,,,the teasle-covered cylinder by which the nap of wool fabrics is raised for cropping or brushing.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
486,murphy_0486,gill frame,,,,,,a class of machines containing sets of gills variously operated.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
487,murphy_0487,gilling,,,,,,drawing and combing fibres for spinning purposes on a machine having sets of vertical needles or gills operating in combination with rollers to draw and form them into slivers or yarns.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
488,murphy_0488,gimp,,,,,,thick threads inserted in lace or other fabrics ; narrow tape formed of silk and wire or catgut.,textile fabric component,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
489,murphy_0489,gin,,,,,,"a class of machines derived from eli whitney's saw-gin, for separating the seeds from the cotton fibre.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
490,murphy_0490,gingham,,,,,,"a fancy cotton fabric, woven with coloured yarns.",textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
491,murphy_0491,glac6,,,,,,silk cloth stiffened with a gum in the finishing.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
492,murphy_0492,glacial acetic acid,,,,,,"concentrated acetic acid, which crystallizes at a temperature of 34 deg. f.",textile manufacturing chemical,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
493,murphy_0493,glauber's salt,,,,,,"sodium sulphate, named after glauber, a german chemist.",textile manufacturing chemical,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
494,murphy_0494,glazing,,,,,,imparting: a clear lustre to cloths by the application of dressing's and calendering or pressing-.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
495,murphy_0495,glossing,,,,,,stretching and moistening silk yarns to impart lustre ; glazing.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
496,murphy_0496,gobelin,,,,,,"tapestry woven with the needle, the coloured threads of the design being combined with the warp ends by hand.",textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
497,murphy_0497,goffer,,,,,,crimping or plaiting frills.,textile weave,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
498,murphy_0498,going part,,,,,,"the whole of the loom lathe, including batten, shuttle-boxes, reed, and other appliances.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
499,murphy_0499,gossypium,,,,,,"a term sometimes applied to cotton because it is derived from the various members of the genus, the chief of which are : g. barbadense, g. arboreutn, g. hirsutum, g. peruvtanum, g. religiosum., g. herbacenni.",textile fibre,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
500,murphy_0500,grain,,,,,,the standard of an american system of counts; cochineal; cloth dyed in the fibre; the direction of twill.,textile industry unit of measurement,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
501,murphy_0501,graine,,,,,,eggs of silkworms.,textile fibre,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
502,murphy_0502,granderelles,,,,,,the fancy yarn produced by twisting two or more single threads of different colours or fibres together.,textile fabric component,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
503,murphy_0503,grass cloth,,,,,,"a fabric woven of the fibre variously named ramie, china grass, rhea, or gfrass, derived from a member of the nettle family, boehineria 7iivea.",textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
504,murphy_0504,grassing,,,,,,laying out the linen cloths to bleach in the open air; weathering pulled flax.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
505,murphy_0505,grating,,,,,,the opening through which the weft fork operates.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
506,murphy_0506,greasy wool,,,,,,"wool spun in the grease, without being scoured.",textile fibre,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
507,murphy_0507,grey,,,,,,unbleached cotton or linen cloth; cloth woven in the natural colour of the fibre.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
508,murphy_0508,grey souring,,,,,,treatment with a weak acid after bowking in the bleaching process.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
509,murphy_0509,grid,,,,,,any set of bars forming the flooring or a division in a machine; the bars set to guide the hooks on a jacquard.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
510,murphy_0510,griffe,,,,,,"the set of parallel bars or knives set in the head of the jacquard appliance, or a needle dobby, so as to lift those hooks connected with the warp ends which are to be lifted.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
511,murphy_0511,grinding,,,,,,giving new points to the teeth of the carding wires by grinding on an emery band or wheel.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
512,murphy_0512,grist,,,,,,the fineness of yarn; yarn.,textile fabric component,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
513,murphy_0513,ground,,,,,,the body colour .upon which figures are printed ; the base of any figure.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
514,murphy_0514,ground warp,,,,,,the warp which forms the binding base of pile fabrics.,textile fabric component,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
515,murphy_0515,guard,,,,,,a class of appliances designed to prevent the shuttle from flying out of the loom.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
516,murphy_0516,guipure,,,,,,a kind of flowered lace.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
517,murphy_0517,gum,,,,,,the glutinous substance covering silk; various viscous substances used in stiffening goods.,textile manufacturing chemical,textile fabric component,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
518,murphy_0518,gunny,,,,,,a coarse canvas woven with jute yarns.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
519,murphy_0519,habit,,,,,,heavy woollen cloth felted to a smooth hardness; a kind of felt.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
520,murphy_0520,hackle,,,,,,"a board set with regular rows of long spikes, by which ribbons of bast fibre, such as flax, hemp, and jute, are separated and combed.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
521,murphy_0521,hackling machine,,,,,,"a mechanical tool in which spiked rods bound in two endless sheets, stretched upon two pairs of rollers, are caused to descend in close contact and comb the locks of fibres hanging from the holder on the head of the machine.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
522,murphy_0522,hair,,,,,,the tube of horny fibrous substance protruding from the epidermis of various animals.,textile fibre,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
523,murphy_0523,hairline stripe,,,,,,cloth woven with a coloured stripe one thread in thickness.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
524,murphy_0524,half-drop,,,,,,the pattern in which figures are opposed at angles equal to half their diameters.,textile weave,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
525,murphy_0525,half-gang,,,,,,twenty threads of warp wound on the bank or the footing pins; a section of warp formed by the footing lease.,textile fabric component,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
526,murphy_0526,hand-,,,,,,prefix to the name of any appliance operated by hand or without the aid of mechanical power.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
527,murphy_0527,hank,,,,,,length of yarn commonly accepted as the basis of counts or yarn measures; a continuous length formed into a skein.,textile industry unit of measurement,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
528,murphy_0528,hards,,,,,,scutching refuse of flax.,textile waste material,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
